Id,Label
0,0.8478007
1,0.814425
2,0.9191358
3,0.16322596
4,0.24836798
5,-0.014883278
6,0.7553998
7,0.8806501
8,0.7305912
9,0.9463242
10,0.9301767
11,0.14681304
12,-0.005961529
13,0.994659
14,0.9056074
15,0.012947766
16,0.96847093
17,0.85659945
18,0.96833634
19,0.053198844
20,0.8673411
21,0.7855678
22,0.96847093
23,0.9801749
24,0.86962754
25,0.94229907
26,0.96007925
27,0.71081084
28,0.9744056
29,0.8234005
30,0.80078185
31,0.547554
32,0.69037646
33,0.8909346
34,0.87662786
35,0.7624114
36,0.7744737
37,0.12613465
38,0.016012875
39,0.8987717
40,0.98922706
41,0.88930315
42,0.9774389
43,0.9235838
44,0.70858425
45,0.97381926
46,0.04807629
47,0.98560685
48,0.9389171
49,0.64606106
50,0.7847552
51,0.11600155
52,0.23629442
53,0.028134452
54,0.14784485
55,0.92913574
56,0.071630456
57,0.80838126
58,0.6683967
59,0.9458919
60,0.7316254
61,-0.022105506
62,0.8491899
63,0.6569773
64,0.6809655
65,0.9909552
66,0.0055678366
67,0.98560685
68,0.6791459
69,0.78578734
70,0.9482407
71,0.93846744
72,0.9801749
73,0.8784886
74,0.78379184
75,0.8583146
76,0.8906395
77,0.8674562
78,0.9254463
79,0.9801749
80,-0.0262586
81,0.87507445
82,0.49538925
83,0.6585292
84,-0.044745624
85,0.9508801
86,0.88394564
87,0.024883164
88,0.016012875
89,0.9371252
90,0.3530267
91,0.42889893
92,0.06624198
93,0.97455966
94,0.7339488
95,0.8677728
96,0.98560685
97,0.016012875
98,0.018550595
99,0.010716166
100,0.7530352
101,0.9264881
102,0.10243352
103,0.78582567
104,0.9369819
105,0.98560685
106,0.43593806
107,0.98730624
108,0.6025002
109,0.9344857
110,0.8852578
111,0.6940713
112,0.8204005
113,0.70846266
114,0.94057184
115,-0.038379204
116,0.944757
117,0.011411946
118,0.94264966
119,0.23392452
120,0.7886505
121,0.7385253
122,0.6211821
123,0.9254463
124,0.9623859
125,0.02526904
126,0.027750371
127,0.8840513
128,0.9591975
129,0.8826701
130,0.8176123
131,0.88829345
132,0.9150764
133,0.98560685
134,-0.040710635
135,0.94199204
136,0.4281037
137,0.26752907
138,0.0069124596
139,0.9773885
140,0.030991213
141,0.09817989
142,0.07547282
143,0.8242389
144,0.9465529
145,0.50611705
146,0.8899194
147,0.92657894
148,0.9056074
149,0.03193178
150,0.86921406
151,0.72894466
152,0.74901325
153,0.72533923
154,0.9619807
155,0.5383417
156,0.81731546
157,0.6745232
158,0.9569676
159,0.796032
160,0.9463242
161,0.92668843
162,0.60325277
163,-0.0106084775
164,0.0067043984
165,0.79414904
166,0.86755806
167,0.9254463
168,0.95350033
169,0.30740115
170,0.9281792
171,0.6799262
172,0.82736534
173,0.03482216
174,0.9801749
175,0.9425597
176,0.85531604
177,0.6281186
178,0.021673394
179,0.9780258
180,0.07589169
181,0.6652532
182,0.9519848
183,0.8993959
184,0.28801426
185,0.7390433
186,0.40319648
187,0.028539134
188,0.85261995
189,0.99823827
190,0.053485624
191,0.6460515
192,0.05403638
193,0.15417537
194,0.6579816
195,0.4970261
196,0.9399731
197,0.63916737
198,0.86635095
199,0.55462295
200,0.57290924
201,0.5979248
202,0.95350033
203,0.9519848
204,0.95205283
205,0.8987717
206,0.41343528
207,0.08279581
208,0.7009607
209,0.7568639
210,0.94175094
211,0.83331174
212,0.9372479
213,0.044525884
214,0.6989607
215,0.6570618
216,0.012947766
217,0.8111977
218,0.9331636
219,0.9737683
220,0.011160658
221,0.68134284
222,0.1661372
223,0.76652986
224,0.91525865
225,0.39933226
226,0.90303963
227,0.9309835
228,0.79312664
229,0.7392466
230,0.96007925
231,0.8508126
232,0.75869685
233,0.58829945
234,0.6296739
235,0.5876175
236,0.19938733
237,0.9339954
238,0.5407604
239,0.5911397
240,0.98560685
241,0.25043795
242,0.9254463
243,0.058613285
244,0.74050784
245,-0.0037837438
246,0.37489364
247,0.952674
248,0.8444261
249,-0.007965262
250,0.8231599
251,0.0023858438
252,0.90581894
253,0.96818584
254,0.83370435
255,0.73329175
256,0.043554008
257,0.8498159
258,0.11627488
259,0.6426276
260,0.90156245
261,0.94383955
262,0.9775632
263,0.22312093
264,0.63349646
265,-0.019091872
266,0.9211745
267,0.052050393
268,0.7843844
269,0.9187111
270,0.16523308
271,0.24025327
272,0.8722413
273,0.013797311
274,0.9196331
275,0.82345873
276,0.72851515
277,0.9793404
278,0.334364
279,0.016421307
280,0.9801749
281,0.9130002
282,0.97945386
283,0.88428193
284,0.74935764
285,0.7888979
286,0.9136077
287,0.9159751
288,0.8046215
289,0.8734797
290,0.9003465
291,0.5992953
292,0.9458998
293,0.07861134
294,0.94199204
295,0.68179554
296,0.3687415
297,0.010538322
298,0.16941859
299,0.8571045
300,0.98922706
301,0.9795728
302,0.7903045
303,0.62747866
304,0.8784886
305,0.9077397
306,0.10771025
307,0.8692246
308,0.9404652
309,0.8285185
310,0.9801749
311,0.8758393
312,0.47311428
313,0.16323207
314,0.17636293
315,0.4530373
316,0.9801749
317,0.963039
318,0.6625517
319,0.797276
320,0.91479963
321,0.7882039
322,0.21658605
323,0.60719556
324,0.99073094
325,0.97381926
326,0.9343233
327,0.88088423
328,0.8197537
329,-0.019180272
330,0.16009994
331,0.8883835
332,0.86649954
333,0.16091517
334,0.8556605
335,0.0024626106
336,0.7981732
337,-0.027480273
338,0.926915
339,0.13249277
340,0.9254463
341,0.9216196
342,0.011387867
343,0.2496146
344,0.4014343
345,0.16628143
346,0.14486861
347,0.7031809
348,0.05242434
349,0.09600766
350,0.17456219
351,1.0024476
352,0.90151095
353,0.016655002
354,0.30730253
355,0.05775421
356,0.42948592
357,0.71857095
358,0.15804224
359,0.049010217
360,0.7841787
361,0.3094987
362,0.94058067
363,0.88884807
364,0.012947766
365,0.9801749
366,0.6494275
367,0.98922706
368,0.6122181
369,0.98922706
370,0.6638755
371,0.8867486
372,0.9142215
373,0.96833634
374,0.9240444
375,0.94461405
376,0.84321964
377,0.833325
378,0.6054182
379,0.80993354
380,0.5931364
381,0.024880832
382,0.93601054
383,0.1423147
384,0.9416149
385,0.8987717
386,0.7483933
387,0.8594381
388,-0.03657074
389,0.8980545
390,0.9519848
391,0.016655682
392,0.914245
393,0.24252173
394,0.79775316
395,0.13067545
396,0.18708214
397,0.6003266
398,0.17626485
399,0.070162274
400,0.38214207
401,0.84904534
402,0.871195
403,0.6164409
404,0.59344053
405,0.9566324
406,0.88827616
407,0.085121416
408,-0.01620063
409,0.13240482
410,0.5654884
411,0.82962036
412,0.9625525
413,0.031099508
414,-0.040335283
415,0.8703545
416,0.024880832
417,0.27739745
418,0.60213995
419,0.3819892
420,-0.0053727115
421,0.3017578
422,0.15056841
423,0.57499605
424,0.3142574
425,0.74396753
426,0.01613351
427,0.21985886
428,0.8495927
429,0.98922706
430,0.9331636
431,0.82876563
432,0.94243926
433,0.033557244
434,0.98922706
435,0.9339954
436,0.93138844
437,0.92861766
438,0.73187965
439,0.88091934
440,0.5731767
441,0.09107261
442,0.016838953
443,0.9000938
444,0.095142365
445,0.5920061
446,0.91501945
447,0.8249527
448,0.9254463
449,0.785586
450,0.042800847
451,0.9438098
452,0.94703734
453,0.97934073
454,0.79559356
455,0.9101448
456,0.96007925
457,-0.033177447
458,0.9589323
459,0.03414979
460,0.8979499
461,0.88102716
462,0.7543654
463,0.902738
464,0.76439583
465,0.7945588
466,-0.031791933
467,0.46363285
468,0.0067043984
469,0.7267216
470,0.91345054
471,0.91053045
472,0.57054734
473,0.9479996
474,0.7059541
475,0.37438017
476,0.8698479
477,0.012947766
478,0.19055782
479,0.048330575
480,0.9894245
481,0.6183215
482,0.5126943
483,0.92284685
484,0.29642102
485,0.8516284
486,0.763338
487,0.030991213
488,0.52142566
489,0.94328517
490,0.33955166
491,0.036916927
492,0.98922706
