9.310000000000000220e-02,2.548939000000000021e+02,-3.403671189763563376e+01,2.181944374984853141e+01,2.454000000000000070e-01,1.165496484629477614e+01,-3.025319540169018495e+00,1.089602158890424022e+01
1.293999999999999873e-01,2.701949999999999932e+02,-1.955241189763562915e+01,1.353224374984852929e+01,2.177999999999999936e-01,9.481264846294777726e+00,-2.867319540169018577e+00,3.367402158890423891e+01
1.849000000000000088e-01,4.145126000000000204e+02,-7.862801189763563059e+01,-2.935595625015146837e+01,9.089999999999999469e-02,2.832096484629477828e+01,-3.642219540169018721e+00,5.444021588904241149e+00
1.486000000000000099e-01,1.635210999999999899e+02,-2.273561189763563206e+01,2.114034374984852960e+01,3.683000000000000163e-01,1.045736484629477658e+01,-3.146619540169018681e+00,2.010932158890424049e+01
1.489000000000000046e-01,2.148720000000000141e+02,-3.312601189763562815e+01,-1.881565625015146992e+01,3.948999999999999733e-01,1.520106484629477706e+01,-2.962719540169018728e+00,6.703902158890423379e+01
1.221000000000000002e-01,2.827169999999999845e+02,-6.512611189763562436e+01,-5.905105625015146842e+01,4.600000000000000200e-01,1.377186484629477725e+01,-3.356019540169018711e+00,5.328092158890423491e+01
2.190999999999999892e-01,1.297972000000000037e+02,-1.215911189763563094e+01,9.052443749848530175e+00,4.008999999999999786e-01,1.189716484629477655e+01,-2.730419540169018333e+00,8.442742158890423809e+01
1.381999999999999895e-01,1.016359999999999957e+02,-2.623921189763563078e+01,2.231714374984852967e+01,4.381999999999999784e-01,1.059876484629477744e+01,-2.907819540169018335e+00,1.194222158890424090e+01
8.550000000000000655e-02,1.843089999999999975e+02,-2.031221189763563117e+01,6.530343749848530166e+00,2.059999999999999887e-01,1.314966484629477605e+01,-2.852319540169018453e+00,4.813312158890423831e+01
2.066999999999999948e-01,1.130528999999999940e+02,-3.757491189763563000e+01,2.089814374984852918e+01,2.265000000000000069e-01,1.701146484629477840e+01,-3.055719540169018700e+00,3.994121588904241182e+00
1.335000000000000075e-01,2.925500000000000114e+02,-2.195941189763562917e+01,1.955064374984852904e+01,2.577999999999999736e-01,1.110816484629477685e+01,-2.718019540169018367e+00,1.099922158890423951e+01
1.680999999999999994e-01,7.174420000000000641e+01,-1.719119118976356333e+02,-1.846924562501514799e+02,5.163999999999999702e-01,4.470886484629478019e+01,-3.579719540169018721e+00,2.776712158890424220e+01
2.939999999999999836e-01,2.329350000000000023e+02,-1.202069118976356350e+02,-1.173874562501514731e+02,1.471000000000000085e-01,7.407956484629477245e+01,-3.805819540169018467e+00,7.820202158890424471e+01
1.786000000000000087e-01,2.446680000000000064e+02,-7.952861189763562777e+01,6.252904374984853320e+01,2.439999999999999947e-01,2.418776484629477963e+01,-4.110219540169018693e+00,2.175021588904241021e+00
6.370000000000000662e-02,2.129389999999999930e+02,-2.291431189763563125e+01,1.568994374984852946e+01,3.679999999999999938e-02,1.312326484629477719e+01,-3.062719540169018373e+00,4.191021588904241035e+00
1.290999999999999925e-01,1.414979999999999905e+02,-1.270499118976356243e+02,-1.007824562501514691e+02,4.892000000000000237e-01,1.014358648462947770e+02,-4.220919540169019157e+00,5.070872158890423975e+01
4.572999999999999843e-01,1.103269999999999982e+02,-5.525231189763562867e+01,4.336634374984853224e+01,5.415999999999999703e-01,2.145786484629477897e+01,-3.765119540169018730e+00,1.608021588904240851e+00
6.460000000000000464e-02,1.476519999999999868e+02,-2.007211189763562942e+01,-8.841656250151469720e+00,1.313999999999999890e-01,1.330816484629477614e+01,-2.911419540169018383e+00,1.483302158890423961e+01
2.929999999999999827e-01,1.419000000000000057e+02,-6.246551189763562917e+01,6.042304374984853155e+01,6.081999999999999629e-01,3.148406484629477831e+01,-3.893619540169018567e+00,6.707021588904241050e+00
2.384999999999999898e-01,1.952539999999999907e+02,-1.240385118976356296e+02,-7.687925625015147091e+01,4.177000000000000157e-01,6.628396484629476504e+01,-3.923419540169018394e+00,2.130412158890424124e+01
1.129000000000000004e-01,4.598020000000000351e+01,-1.905361189763562990e+01,-6.212356250151469972e+00,4.413000000000000256e-01,8.332564846294777894e+00,-2.562919540169018351e+00,6.004822158890424078e+01
9.279999999999999361e-02,2.763120000000000118e+02,-5.799491189763563170e+01,4.148284374984852718e+01,4.245999999999999774e-01,1.189406484629477667e+01,-3.252419540169018575e+00,5.592021588904240836e+00
3.483999999999999875e-01,2.575430000000000064e+02,-6.293001189763563019e+01,7.465834374984852673e+01,3.054999999999999938e-01,2.450116484629477753e+01,-3.733519540169018658e+00,3.448215889042409166e-01
5.349000000000000421e-01,9.620319999999999538e+01,-8.439531189763563646e+01,7.607974374984853227e+01,2.904999999999999805e-01,2.901456484629477828e+01,-4.020619540169018791e+00,4.835221588904240697e+00
4.002000000000000002e-01,6.646999999999999886e+01,-1.968361189763563246e+01,-9.459156250151469436e+00,5.415999999999999703e-01,1.672256484629478024e+01,-3.041319540169018509e+00,9.203221588904240136e+00
3.825999999999999956e-01,1.884029999999999916e+02,-8.569131189763562872e+01,5.939024374984852983e+01,7.448000000000000176e-01,3.210186484629477377e+01,-3.926019540169018551e+00,7.328121588904241257e+00
1.540999999999999870e-01,1.778969999999999914e+02,-3.322501189763563190e+01,-2.432525625015146886e+01,4.858000000000000096e-01,1.418496484629477727e+01,-3.289819540169018453e+00,1.369021588904240971e+00
3.971000000000000085e-01,3.547690000000000055e+02,-1.791901189763563096e+01,8.681943749848530345e+00,3.507000000000000117e-01,1.665636484629477820e+01,-3.200719540169018718e+00,5.126312158890424087e+01
1.610000000000000042e-01,1.392350000000000136e+02,-6.745291189763563011e+01,5.809794374984853249e+01,7.669000000000000261e-01,2.222336484629477837e+01,-3.787619540169018695e+00,4.186021588904241142e+00
2.508000000000000229e-01,2.143329999999999984e+02,-4.273991189763562915e+01,3.465224374984853029e+01,1.930000000000000049e-01,1.479966484629477641e+01,-3.266819540169018321e+00,1.388702158890423988e+01
3.155000000000000027e-01,2.442201000000000022e+02,-3.657451189763563093e+01,1.360874374984853041e+01,4.218000000000000083e-01,3.352786484629477570e+01,-3.694419540169018745e+00,1.697992158890424363e+01
